entry_bar,exit_bar,entry_dt,exit_dt,direction,entry_price,exit_price,net_ret,win,sample
150,155,2025-02-10 09:15:00,2025-02-10 09:40:00,LONG,22181.83,22237.34,0.0015,1,IS
525,530,2025-02-17 09:15:00,2025-02-17 09:40:00,LONG,22983.35,22983.26,-0.001,0,IS
587,592,2025-02-17 14:25:00,2025-02-17 14:50:00,LONG,23000.62,23007.29,-0.00071,0,IS
825,830,2025-02-21 09:15:00,2025-02-21 09:40:00,LONG,22991.84,22977.28,-0.00163,0,IS
830,835,2025-02-21 09:40:00,2025-02-21 10:05:00,LONG,22977.28,22963.72,-0.00159,0,IS
847,852,2025-02-21 11:05:00,2025-02-21 11:30:00,LONG,22930.05,22914.71,-0.00167,0,IS
852,857,2025-02-21 11:30:00,2025-02-21 11:55:00,LONG,22914.71,22900.02,-0.00164,0,IS
857,862,2025-02-21 11:55:00,2025-02-21 12:20:00,LONG,22900.02,22886.29,-0.0016,0,IS
872,877,2025-02-21 13:10:00,2025-02-21 13:35:00,LONG,22857.35,22840.97,-0.00172,0,IS
877,882,2025-02-21 13:35:00,2025-02-21 14:00:00,LONG,22840.97,22825.57,-0.00167,0,IS
882,887,2025-02-21 14:00:00,2025-02-21 14:25:00,LONG,22825.57,22811.06,-0.00164,0,IS
891,896,2025-02-21 14:45:00,2025-02-21 15:10:00,LONG,22798.4,22783.87,-0.00164,0,IS
897,902,2025-02-21 15:15:00,2025-02-24 09:25:00,LONG,22780.63,22646.27,-0.0069,0,IS
975,980,2025-02-25 09:15:00,2025-02-25 09:40:00,LONG,22552.21,22563.04,-0.00052,0,IS
1200,1205,2025-02-28 09:15:00,2025-02-28 09:40:00,LONG,23076.39,23150.0,0.00219,1,IS
1215,1220,2025-02-28 10:30:00,2025-02-28 10:55:00,LONG,23020.96,23075.88,0.00139,1,IS
1432,1437,2025-03-05 09:50:00,2025-03-05 10:15:00,LONG,23515.57,23510.16,-0.00123,0,IS
1444,1449,2025-03-05 10:50:00,2025-03-05 11:15:00,LONG,23495.8,23488.98,-0.00129,0,IS
1453,1458,2025-03-05 11:35:00,2025-03-05 12:00:00,LONG,23477.69,23464.22,-0.00157,0,IS
1479,1484,2025-03-05 13:45:00,2025-03-05 14:10:00,LONG,23446.06,23438.49,-0.00132,0,IS
1484,1489,2025-03-05 14:10:00,2025-03-05 14:35:00,LONG,23438.49,23433.77,-0.0012,0,IS
1497,1502,2025-03-05 15:15:00,2025-03-06 09:25:00,LONG,23426.18,23394.29,-0.00236,0,IS
2175,2180,2025-03-19 09:15:00,2025-03-19 09:40:00,LONG,23167.67,23228.08,0.00161,1,IS
2290,2295,2025-03-20 12:35:00,2025-03-20 13:00:00,LONG,24006.07,23996.29,-0.00141,0,IS
2295,2300,2025-03-20 13:00:00,2025-03-20 13:25:00,LONG,23996.29,23996.34,-0.001,0,IS
2303,2308,2025-03-20 13:40:00,2025-03-20 14:05:00,LONG,23988.9,23979.55,-0.00139,0,IS
2308,2313,2025-03-20 14:05:00,2025-03-20 14:30:00,LONG,23979.55,23973.81,-0.00124,0,IS
2490,2495,2025-03-25 10:30:00,2025-03-25 10:55:00,LONG,23901.94,23939.46,0.00057,1,IS
2850,2855,2025-04-01 09:15:00,2025-04-01 09:40:00,LONG,23892.1,23892.87,-0.00097,0,IS
2876,2881,2025-04-01 11:25:00,2025-04-01 11:50:00,LONG,23850.68,23759.99,-0.0048,0,IS
2881,2886,2025-04-01 11:50:00,2025-04-01 12:15:00,LONG,23759.99,23791.18,0.00031,1,IS
3000,3005,2025-04-03 09:15:00,2025-04-03 09:40:00,LONG,24066.73,24077.02,-0.00057,0,OOS
3026,3031,2025-04-03 11:25:00,2025-04-03 11:50:00,LONG,24063.94,24196.81,0.00452,1,OOS
3048,3053,2025-04-03 13:15:00,2025-04-03 13:40:00,LONG,24045.0,24110.14,0.00171,1,OOS
3687,3692,2025-04-16 10:15:00,2025-04-16 10:40:00,LONG,23604.09,23552.29,-0.00319,0,OOS
3692,3697,2025-04-16 10:40:00,2025-04-16 11:05:00,LONG,23552.29,23500.6,-0.00319,0,OOS
3697,3702,2025-04-16 11:05:00,2025-04-16 11:30:00,LONG,23500.6,23449.02,-0.00319,0,OOS
3702,3707,2025-04-16 11:30:00,2025-04-16 11:55:00,LONG,23449.02,23397.56,-0.00319,0,OOS
3707,3712,2025-04-16 11:55:00,2025-04-16 12:20:00,LONG,23397.56,23346.21,-0.00319,0,OOS
3712,3717,2025-04-16 12:20:00,2025-04-16 12:45:00,LONG,23346.21,23294.97,-0.00319,0,OOS
3717,3722,2025-04-16 12:45:00,2025-04-16 13:10:00,LONG,23294.97,23243.85,-0.00319,0,OOS
