entry_bar,exit_bar,entry_dt,exit_dt,direction,entry_price,exit_price,net_ret,win,sample
115,118,2025-02-12 13:00:00,2025-02-12 13:45:00,LONG,23852.98,23788.73,-0.00369,0,IS
118,121,2025-02-12 13:45:00,2025-02-12 14:30:00,LONG,23788.73,23751.41,-0.00257,0,IS
133,136,2025-02-13 11:15:00,2025-02-13 12:00:00,LONG,23632.34,23574.3,-0.00346,0,IS
136,139,2025-02-13 12:00:00,2025-02-13 12:45:00,LONG,23574.3,23516.41,-0.00346,0,IS
139,142,2025-02-13 12:45:00,2025-02-13 13:30:00,LONG,23516.41,23458.66,-0.00346,0,IS
175,178,2025-02-17 09:15:00,2025-02-17 10:00:00,LONG,22980.61,22970.8,-0.00143,0,IS
178,181,2025-02-17 10:00:00,2025-02-17 10:45:00,LONG,22970.8,22969.01,-0.00108,0,IS
225,228,2025-02-19 09:15:00,2025-02-19 10:00:00,LONG,22972.84,22969.44,-0.00115,0,IS
263,266,2025-02-20 12:30:00,2025-02-20 13:15:00,LONG,23051.4,23030.39,-0.00191,0,IS
266,269,2025-02-20 13:15:00,2025-02-20 14:00:00,LONG,23030.39,23022.82,-0.00133,0,IS
275,278,2025-02-21 09:15:00,2025-02-21 10:00:00,LONG,22986.44,22961.08,-0.0021,0,IS
278,281,2025-02-21 10:00:00,2025-02-21 10:45:00,LONG,22961.08,22933.23,-0.00221,0,IS
281,284,2025-02-21 10:45:00,2025-02-21 11:30:00,LONG,22933.23,22907.65,-0.00212,0,IS
300,303,2025-02-24 09:15:00,2025-02-24 10:00:00,LONG,22647.25,22649.9,-0.00088,0,IS
325,328,2025-02-25 09:15:00,2025-02-25 10:00:00,LONG,22545.72,22575.1,0.0003,1,IS
394,397,2025-02-27 14:00:00,2025-02-27 14:45:00,LONG,23217.52,23207.58,-0.00143,0,IS
486,489,2025-03-05 12:00:00,2025-03-05 12:45:00,LONG,23470.44,23457.39,-0.00156,0,IS
489,492,2025-03-05 12:45:00,2025-03-05 13:30:00,LONG,23457.39,23433.12,-0.00203,0,IS
535,538,2025-03-07 11:45:00,2025-03-07 12:30:00,LONG,24185.47,24152.61,-0.00236,0,IS
569,572,2025-03-10 14:00:00,2025-03-10 14:45:00,LONG,24120.32,24081.51,-0.00261,0,IS
600,603,2025-03-12 09:15:00,2025-03-12 10:00:00,LONG,24155.16,24112.94,-0.00275,0,IS
603,606,2025-03-12 10:00:00,2025-03-12 10:45:00,LONG,24112.94,24054.92,-0.00341,0,IS
606,609,2025-03-12 10:45:00,2025-03-12 11:30:00,LONG,24054.92,24013.96,-0.0027,0,IS
609,612,2025-03-12 11:30:00,2025-03-12 12:15:00,LONG,24013.96,23997.87,-0.00167,0,IS
625,628,2025-03-13 09:15:00,2025-03-13 10:00:00,LONG,23815.1,23783.95,-0.00231,0,IS
703,706,2025-03-18 10:00:00,2025-03-18 10:45:00,LONG,23872.78,23752.01,-0.00606,0,IS
706,709,2025-03-18 10:45:00,2025-03-18 11:30:00,LONG,23752.01,23637.85,-0.00581,0,IS
709,712,2025-03-18 11:30:00,2025-03-18 12:15:00,LONG,23637.85,23514.53,-0.00622,0,IS
769,772,2025-03-20 14:00:00,2025-03-20 14:45:00,LONG,23981.59,23974.07,-0.00131,0,IS
775,778,2025-03-21 09:15:00,2025-03-21 10:00:00,LONG,23898.18,24174.73,0.01057,1,IS
876,879,2025-03-27 09:30:00,2025-03-27 10:15:00,LONG,24052.42,23916.41,-0.00665,0,IS
879,882,2025-03-27 10:15:00,2025-03-27 11:00:00,LONG,23916.41,23781.17,-0.00665,0,IS
882,885,2025-03-27 11:00:00,2025-03-27 11:45:00,LONG,23781.17,23646.69,-0.00665,0,IS
885,888,2025-03-27 11:45:00,2025-03-27 12:30:00,LONG,23646.69,23512.97,-0.00665,0,IS
1014,1017,2025-04-03 12:45:00,2025-04-03 13:30:00,LONG,24036.7,24066.35,0.00023,1,OOS
1040,1043,2025-04-04 13:00:00,2025-04-04 13:45:00,LONG,23875.44,23844.78,-0.00228,0,OOS
1074,1077,2025-04-07 15:15:00,2025-04-08 09:45:00,LONG,23798.48,23744.73,-0.00326,0,OOS
1125,1128,2025-04-10 09:15:00,2025-04-10 10:00:00,LONG,23977.48,23952.67,-0.00203,0,OOS
1150,1153,2025-04-11 09:15:00,2025-04-11 10:00:00,LONG,23813.63,23817.99,-0.00082,0,OOS
1180,1183,2025-04-14 10:30:00,2025-04-14 11:15:00,LONG,23784.29,23819.88,0.0005,1,OOS
1218,1221,2025-04-15 13:45:00,2025-04-15 14:30:00,LONG,23724.34,23654.57,-0.00394,0,OOS
1221,1224,2025-04-15 14:30:00,2025-04-15 15:15:00,LONG,23654.57,23638.78,-0.00167,0,OOS
1231,1234,2025-04-16 10:45:00,2025-04-16 11:30:00,LONG,23521.26,23428.42,-0.00495,0,OOS
1234,1237,2025-04-16 11:30:00,2025-04-16 12:15:00,LONG,23428.42,23335.95,-0.00495,0,OOS
1237,1240,2025-04-16 12:15:00,2025-04-16 13:00:00,LONG,23335.95,23243.85,-0.00495,0,OOS
1250,1253,2025-04-17 09:15:00,2025-04-17 10:00:00,LONG,22839.2,22839.93,-0.00097,0,OOS
1321,1324,2025-04-21 14:30:00,2025-04-21 15:15:00,LONG,23324.07,23310.32,-0.00159,0,OOS
1329,1332,2025-04-22 10:15:00,2025-04-22 11:00:00,LONG,23250.39,23167.75,-0.00455,0,OOS
1332,1335,2025-04-22 11:00:00,2025-04-22 11:45:00,LONG,23167.75,23194.1,0.00014,1,OOS
