entry_bar,exit_bar,entry_dt,exit_dt,direction,entry_price,exit_price,net_ret,win,sample
48,53,2025-02-07 15:00:00,2025-02-10 10:00:00,SHORT,22269.99,22525.89,-0.01249,0,IS
53,58,2025-02-10 10:00:00,2025-02-10 11:15:00,SHORT,22525.89,22501.82,7e-05,1,IS
60,65,2025-02-10 11:45:00,2025-02-10 13:00:00,SHORT,22626.09,22806.02,-0.00895,0,IS
65,70,2025-02-10 13:00:00,2025-02-10 14:15:00,SHORT,22806.02,23087.71,-0.01335,0,IS
70,75,2025-02-10 14:15:00,2025-02-11 09:15:00,SHORT,23087.71,23138.67,-0.00321,0,IS
88,93,2025-02-11 12:30:00,2025-02-11 13:45:00,SHORT,23427.87,23808.93,-0.01727,0,IS
93,98,2025-02-11 13:45:00,2025-02-11 15:00:00,SHORT,23808.93,23951.53,-0.00699,0,IS
200,205,2025-02-18 09:15:00,2025-02-18 10:30:00,SHORT,23099.79,23078.31,-7e-05,0,IS
244,249,2025-02-19 14:00:00,2025-02-19 15:15:00,SHORT,23065.57,23098.58,-0.00243,0,IS
350,355,2025-02-26 09:15:00,2025-02-26 10:30:00,SHORT,22702.05,22738.21,-0.00259,0,IS
355,360,2025-02-26 10:30:00,2025-02-26 11:45:00,SHORT,22738.21,22896.12,-0.00794,0,IS
360,365,2025-02-26 11:45:00,2025-02-26 13:00:00,SHORT,22896.12,23035.4,-0.00708,0,IS
365,370,2025-02-26 13:00:00,2025-02-26 14:15:00,SHORT,23035.4,23142.91,-0.00567,0,IS
372,377,2025-02-26 14:45:00,2025-02-27 09:45:00,SHORT,23229.8,23328.93,-0.00527,0,IS
419,424,2025-02-28 14:00:00,2025-02-28 15:15:00,SHORT,23487.46,23519.0,-0.00234,0,IS
503,508,2025-03-06 10:00:00,2025-03-06 11:15:00,SHORT,23574.86,23851.63,-0.01274,0,IS
508,513,2025-03-06 11:15:00,2025-03-06 12:30:00,SHORT,23851.63,24124.83,-0.01245,0,IS
513,518,2025-03-06 12:30:00,2025-03-06 13:45:00,SHORT,24124.83,24311.27,-0.00873,0,IS
559,564,2025-03-10 11:30:00,2025-03-10 12:45:00,SHORT,24313.01,24235.82,0.00217,1,IS
672,677,2025-03-14 14:45:00,2025-03-17 09:45:00,SHORT,24022.35,23955.06,0.0018,1,IS
694,699,2025-03-17 14:00:00,2025-03-17 15:15:00,SHORT,24129.28,24084.82,0.00084,1,IS
750,755,2025-03-20 09:15:00,2025-03-20 10:30:00,SHORT,24011.53,24011.63,-0.001,0,IS
778,783,2025-03-21 10:00:00,2025-03-21 11:15:00,SHORT,24174.73,24312.43,-0.0067,0,IS
796,801,2025-03-21 14:30:00,2025-03-24 09:30:00,SHORT,24558.92,24328.0,0.0084,1,IS
921,926,2025-03-28 14:30:00,2025-03-31 09:30:00,SHORT,23651.31,23615.76,0.0005,1,IS
935,940,2025-03-31 11:45:00,2025-03-31 13:00:00,SHORT,23728.59,23866.86,-0.00683,0,IS
940,945,2025-03-31 13:00:00,2025-03-31 14:15:00,SHORT,23866.86,23943.96,-0.00423,0,IS
946,951,2025-03-31 14:30:00,2025-04-01 09:30:00,SHORT,24032.16,23858.09,0.00624,1,IS
989,994,2025-04-02 12:45:00,2025-04-02 14:00:00,SHORT,24106.62,24116.62,-0.00142,0,OOS
997,1002,2025-04-02 14:45:00,2025-04-03 09:45:00,SHORT,24189.2,24194.98,-0.00124,0,OOS
1005,1010,2025-04-03 10:30:00,2025-04-03 11:45:00,SHORT,24312.06,24248.1,0.00163,1,OOS
1095,1100,2025-04-08 14:15:00,2025-04-09 09:15:00,SHORT,23924.25,24046.79,-0.00612,0,OOS
1100,1105,2025-04-09 09:15:00,2025-04-09 10:30:00,SHORT,24046.79,24094.76,-0.00299,0,OOS
1105,1110,2025-04-09 10:30:00,2025-04-09 11:45:00,SHORT,24094.76,24074.78,-0.00017,0,OOS
1275,1280,2025-04-18 09:15:00,2025-04-18 10:30:00,SHORT,23297.45,23332.44,-0.0025,0,OOS
1376,1381,2025-04-24 09:30:00,2025-04-24 10:45:00,SHORT,23387.38,23510.82,-0.00628,0,OOS
1381,1386,2025-04-24 10:45:00,2025-04-24 12:00:00,SHORT,23510.82,23596.44,-0.00464,0,OOS
1386,1391,2025-04-24 12:00:00,2025-04-24 13:15:00,SHORT,23596.44,23710.74,-0.00584,0,OOS
1391,1396,2025-04-24 13:15:00,2025-04-24 14:30:00,SHORT,23710.74,23740.0,-0.00223,0,OOS
1400,1405,2025-04-25 09:15:00,2025-04-25 10:30:00,SHORT,23943.39,23874.84,0.00186,1,OOS
1447,1452,2025-04-28 14:45:00,2025-04-29 09:45:00,SHORT,24028.92,24333.84,-0.01369,0,OOS
1454,1459,2025-04-29 10:15:00,2025-04-29 11:30:00,SHORT,24433.58,24823.38,-0.01695,0,OOS
1459,1464,2025-04-29 11:30:00,2025-04-29 12:45:00,SHORT,24823.38,24935.53,-0.00552,0,OOS
