entry_bar,exit_bar,entry_dt,exit_dt,direction,entry_price,exit_price,net_ret,win,sample
63,66,2025-02-13 10:45:00,2025-02-13 12:15:00,LONG,23645.25,23524.44,-0.00611,0,IS
66,69,2025-02-13 12:15:00,2025-02-13 13:45:00,LONG,23524.44,23404.25,-0.00611,0,IS
69,72,2025-02-13 13:45:00,2025-02-14 09:15:00,LONG,23404.25,23324.56,-0.0044,0,IS
84,87,2025-02-17 09:15:00,2025-02-17 10:45:00,LONG,22983.01,22975.6,-0.00132,0,IS
131,134,2025-02-20 14:45:00,2025-02-21 10:15:00,LONG,23007.27,22938.93,-0.00397,0,IS
134,137,2025-02-21 10:15:00,2025-02-21 11:45:00,LONG,22938.93,22885.74,-0.00332,0,IS
137,140,2025-02-21 11:45:00,2025-02-21 13:15:00,LONG,22885.74,22832.2,-0.00334,0,IS
140,143,2025-02-21 13:15:00,2025-02-21 14:45:00,LONG,22832.2,22774.94,-0.00351,0,IS
144,147,2025-02-24 09:15:00,2025-02-24 10:45:00,LONG,22650.42,22649.94,-0.00102,0,IS
198,201,2025-02-28 12:15:00,2025-02-28 13:45:00,LONG,23064.2,23393.61,0.01328,1,IS
232,235,2025-03-05 11:15:00,2025-03-05 12:45:00,LONG,23445.37,23415.14,-0.00229,0,IS
235,238,2025-03-05 12:45:00,2025-03-05 14:15:00,LONG,23415.14,23413.94,-0.00105,0,IS
289,292,2025-03-12 09:45:00,2025-03-12 11:15:00,LONG,24142.23,24080.31,-0.00356,0,IS
292,295,2025-03-12 11:15:00,2025-03-12 12:45:00,LONG,24080.31,24005.76,-0.0041,0,IS
295,298,2025-03-12 12:45:00,2025-03-12 14:15:00,LONG,24005.76,23918.17,-0.00465,0,IS
298,301,2025-03-12 14:15:00,2025-03-13 09:45:00,LONG,23918.17,23782.22,-0.00668,0,IS
301,304,2025-03-13 09:45:00,2025-03-13 11:15:00,LONG,23782.22,23717.46,-0.00372,0,IS
339,342,2025-03-18 10:45:00,2025-03-18 12:15:00,LONG,23711.25,23536.93,-0.00835,0,IS
342,345,2025-03-18 12:15:00,2025-03-18 13:45:00,LONG,23536.93,23335.9,-0.00954,0,IS
345,348,2025-03-18 13:45:00,2025-03-19 09:15:00,LONG,23335.9,23171.77,-0.00803,0,IS
395,398,2025-03-24 14:45:00,2025-03-25 10:15:00,LONG,23909.55,23989.46,0.00234,1,IS
421,424,2025-03-27 09:45:00,2025-03-27 11:15:00,LONG,23954.12,23672.78,-0.01274,0,IS
424,427,2025-03-27 11:15:00,2025-03-27 12:45:00,LONG,23672.78,23394.74,-0.01274,0,IS
427,430,2025-03-27 12:45:00,2025-03-27 14:15:00,LONG,23394.74,23119.97,-0.01274,0,IS
430,433,2025-03-27 14:15:00,2025-03-28 09:45:00,LONG,23119.97,23374.62,0.01001,1,IS
494,497,2025-04-04 10:15:00,2025-04-04 11:45:00,LONG,24004.21,23918.13,-0.00459,0,OOS
497,500,2025-04-04 11:45:00,2025-04-04 13:15:00,LONG,23918.13,23807.75,-0.00562,0,OOS
500,503,2025-04-04 13:15:00,2025-04-04 14:45:00,LONG,23807.75,23754.21,-0.00325,0,OOS
549,552,2025-04-10 13:45:00,2025-04-11 09:15:00,LONG,23970.4,23826.04,-0.00702,0,OOS
552,555,2025-04-11 09:15:00,2025-04-11 10:45:00,LONG,23826.04,23888.56,0.00162,1,OOS
592,595,2025-04-16 11:15:00,2025-04-16 12:45:00,LONG,23415.56,23223.43,-0.00921,0,OOS
595,598,2025-04-16 12:45:00,2025-04-16 14:15:00,LONG,23223.43,23032.88,-0.00921,0,OOS
598,601,2025-04-16 14:15:00,2025-04-17 09:45:00,LONG,23032.88,22830.85,-0.00977,0,OOS
643,646,2025-04-22 12:45:00,2025-04-22 14:15:00,LONG,23215.94,23139.74,-0.00428,0,OOS
646,649,2025-04-22 14:15:00,2025-04-23 09:45:00,LONG,23139.74,23315.98,0.00662,1,OOS
