entry_bar,exit_bar,entry_dt,exit_dt,direction,entry_price,exit_price,net_ret,win,sample
1228,1233,2025-02-28 11:35:00,2025-02-28 12:00:00,SHORT,23147.98,23197.07,-0.00312,0,IS
1234,1239,2025-02-28 12:05:00,2025-02-28 12:30:00,SHORT,23238.62,23191.45,0.00103,1,IS
1244,1249,2025-02-28 12:55:00,2025-02-28 13:20:00,SHORT,23276.29,23333.25,-0.00345,0,IS
1249,1254,2025-02-28 13:20:00,2025-02-28 13:45:00,SHORT,23333.25,23300.52,0.0004,1,IS
1257,1262,2025-02-28 14:00:00,2025-02-28 14:25:00,SHORT,23386.92,23392.7,-0.00125,0,IS
1263,1268,2025-02-28 14:30:00,2025-02-28 14:55:00,SHORT,23415.76,23538.04,-0.00622,0,IS
1268,1273,2025-02-28 14:55:00,2025-02-28 15:20:00,SHORT,23538.04,23508.89,0.00024,1,IS
2797,2802,2025-03-31 11:05:00,2025-03-31 11:30:00,SHORT,23721.76,23829.19,-0.00553,0,IS
2802,2807,2025-03-31 11:30:00,2025-03-31 11:55:00,SHORT,23829.19,23824.39,-0.0008,0,IS
2817,2822,2025-03-31 12:45:00,2025-03-31 13:10:00,SHORT,23924.21,23942.4,-0.00176,0,IS
2847,2852,2025-03-31 15:15:00,2025-04-01 09:25:00,SHORT,24002.43,23916.43,0.00258,1,IS
