entry_bar,exit_bar,entry_dt,exit_dt,direction,entry_price,exit_price,net_ret,win,sample
72,75,2025-02-06 15:15:00,2025-02-07 09:15:00,LONG,22084.52,22056.6,-0.00226,0,IS
75,78,2025-02-07 09:15:00,2025-02-07 09:30:00,LONG,22056.6,22064.9,-0.00062,0,IS
151,154,2025-02-10 09:20:00,2025-02-10 09:35:00,LONG,22162.29,22212.28,0.00126,1,IS
318,321,2025-02-12 10:45:00,2025-02-12 11:00:00,LONG,23941.94,23912.78,-0.00222,0,IS
321,324,2025-02-12 11:00:00,2025-02-12 11:15:00,LONG,23912.78,23901.18,-0.00148,0,IS
339,342,2025-02-12 12:30:00,2025-02-12 12:45:00,LONG,23842.43,23834.45,-0.00133,0,IS
353,356,2025-02-12 13:40:00,2025-02-12 13:55:00,LONG,23791.57,23785.1,-0.00127,0,IS
465,468,2025-02-14 10:30:00,2025-02-14 10:45:00,LONG,23287.91,23278.47,-0.00141,0,IS
525,528,2025-02-17 09:15:00,2025-02-17 09:30:00,LONG,22983.35,22983.29,-0.001,0,IS
528,531,2025-02-17 09:30:00,2025-02-17 09:45:00,LONG,22983.29,22982.47,-0.00104,0,IS
656,659,2025-02-18 13:55:00,2025-02-18 14:10:00,LONG,23018.88,23015.17,-0.00116,0,IS
660,663,2025-02-18 14:15:00,2025-02-18 14:30:00,LONG,23011.82,23002.86,-0.00139,0,IS
663,666,2025-02-18 14:30:00,2025-02-18 14:45:00,LONG,23002.86,22996.49,-0.00128,0,IS
764,767,2025-02-20 10:25:00,2025-02-20 10:40:00,LONG,23073.65,23072.58,-0.00105,0,IS
800,803,2025-02-20 13:25:00,2025-02-20 13:40:00,LONG,23026.99,23017.25,-0.00142,0,IS
804,807,2025-02-20 13:45:00,2025-02-20 14:00:00,LONG,23014.83,23025.91,-0.00052,0,IS
822,825,2025-02-20 15:15:00,2025-02-21 09:15:00,LONG,23010.51,22991.84,-0.00181,0,IS
826,829,2025-02-21 09:20:00,2025-02-21 09:35:00,LONG,22989.27,22979.87,-0.00141,0,IS
900,903,2025-02-24 09:15:00,2025-02-24 09:30:00,LONG,22647.81,22649.18,-0.00094,0,IS
975,978,2025-02-25 09:15:00,2025-02-25 09:30:00,LONG,22552.21,22543.45,-0.00139,0,IS
978,981,2025-02-25 09:30:00,2025-02-25 09:45:00,LONG,22543.45,22563.09,-0.00013,0,IS
1153,1156,2025-02-27 11:35:00,2025-02-27 11:50:00,LONG,23193.17,23198.25,-0.00078,0,IS
1200,1203,2025-02-28 09:15:00,2025-02-28 09:30:00,LONG,23076.39,23152.38,0.00229,1,IS
1317,1320,2025-03-03 12:45:00,2025-03-03 13:00:00,LONG,23308.51,23352.99,0.00091,1,IS
1432,1435,2025-03-05 09:50:00,2025-03-05 10:05:00,LONG,23515.57,23504.88,-0.00145,0,IS
1435,1438,2025-03-05 10:05:00,2025-03-05 10:20:00,LONG,23504.88,23513.77,-0.00062,0,IS
1445,1448,2025-03-05 10:55:00,2025-03-05 11:10:00,LONG,23489.53,23485.46,-0.00117,0,IS
1456,1459,2025-03-05 11:50:00,2025-03-05 12:05:00,LONG,23453.27,23458.7,-0.00077,0,IS
1479,1482,2025-03-05 13:45:00,2025-03-05 14:00:00,LONG,23446.06,23445.23,-0.00104,0,IS
1485,1488,2025-03-05 14:15:00,2025-03-05 14:30:00,LONG,23432.28,23438.48,-0.00074,0,IS
1498,1501,2025-03-05 15:20:00,2025-03-06 09:20:00,LONG,23416.46,23398.39,-0.00177,0,IS
1669,1672,2025-03-10 10:50:00,2025-03-10 11:05:00,LONG,24129.94,24126.52,-0.00114,0,IS
